State,Year,Quarter,Transaction_Type,Transaction_Count,Transaction_Amount,YearQuarter
Karnataka,2022,3,Others,726038,610455785.7449958,2022-Q3
Karnataka,2022,4,Merchant payments,830157371,380643835280.2336,2022-Q4
Karnataka,2022,4,Peer-to-peer payments,460041715,1468087523889.276,2022-Q4
Karnataka,2022,4,Recharge & bill payments,87517348,54445900607.2116,2022-Q4
Karnataka,2022,4,Financial Services,426795,650217624.1227758,2022-Q4
Karnataka,2022,4,Others,767142,689145506.798728,2022-Q4
Kerala,2018,1,Recharge & bill payments,988774,157311821.37585652,2018-Q1
Kerala,2018,1,Peer-to-peer payments,600205,2107288314.302522,2018-Q1
Kerala,2018,1,Merchant payments,72164,82919383.04571174,2018-Q1
Kerala,2018,1,Financial Services,40170,7957491.901965583,2018-Q1
Kerala,2018,1,Others,70067,47197742.4744494,2018-Q1
Kerala,2018,2,Recharge & bill payments,1230869,248080143.25702396,2018-Q2
Kerala,2018,2,Peer-to-peer payments,848291,3436199589.0773168,2018-Q2
Kerala,2018,2,Merchant payments,131217,144501582.0466669,2018-Q2
Kerala,2018,2,Financial Services,41100,12355589.343616951,2018-Q2
Kerala,2018,2,Others,56688,45786439.71799916,2018-Q2
Kerala,2018,3,Peer-to-peer payments,1425259,4823239268.279744,2018-Q3
Kerala,2018,3,Recharge & bill payments,1407588,296352497.34099543,2018-Q3
Kerala,2018,3,Merchant payments,210974,160705488.6023575,2018-Q3
Kerala,2018,3,Financial Services,37286,6170643.387882499,2018-Q3
Kerala,2018,3,Others,53241,36557326.26447625,2018-Q3
Kerala,2018,4,Peer-to-peer payments,2073960,6959805154.570259,2018-Q4
Kerala,2018,4,Recharge & bill payments,1679897,351296525.2985757,2018-Q4
Kerala,2018,4,Merchant payments,417114,378857199.6490426,2018-Q4
Kerala,2018,4,Financial Services,75084,10063656.72606766,2018-Q4
Kerala,2018,4,Others,64599,47338700.56846385,2018-Q4
Kerala,2019,1,Peer-to-peer payments,3601116,9314451112.085836,2019-Q1
Kerala,2019,1,Recharge & bill payments,2180915,498453895.94724303,2019-Q1
Kerala,2019,1,Merchant payments,550707,371997848.2006638,2019-Q1
Kerala,2019,1,Financial Services,77652,7808573.898364296,2019-Q1
Kerala,2019,1,Others,58649,42319704.717572376,2019-Q1
Kerala,2019,2,Peer-to-peer payments,3519528,11630623424.13149,2019-Q2
Kerala,2019,2,Recharge & bill payments,2711299,768892057.7982787,2019-Q2
Kerala,2019,2,Merchant payments,937130,569545842.9999,2019-Q2
Kerala,2019,2,Financial Services,38869,5823291.622642939,2019-Q2
Kerala,2019,2,Others,77000,56486944.63322557,2019-Q2
Kerala,2019,3,Peer-to-peer payments,4181954,14433990011.32079,2019-Q3
Kerala,2019,3,Recharge & bill payments,3431236,1051007778.312957,2019-Q3
Kerala,2019,3,Merchant payments,1497029,879510566.1106174,2019-Q3
Kerala,2019,3,Financial Services,96130,8910528.723410578,2019-Q3
Kerala,2019,3,Others,79747,56390837.5967096,2019-Q3
Kerala,2019,4,Peer-to-peer payments,5859068,18537483865.44591,2019-Q4
Kerala,2019,4,Recharge & bill payments,4097032,1287955351.66479,2019-Q4
Kerala,2019,4,Merchant payments,2418428,1268704040.1006925,2019-Q4
Kerala,2019,4,Financial Services,50728,10816332.760911912,2019-Q4
Kerala,2019,4,Others,73381,46367047.83244334,2019-Q4
Kerala,2020,1,Peer-to-peer payments,6634439,22862907701.60516,2020-Q1
Kerala,2020,1,Recharge & bill payments,5507580,1716538277.369673,2020-Q1
Kerala,2020,1,Merchant payments,3485036,1810329140.184373,2020-Q1
Kerala,2020,1,Financial Services,38050,17160614.59325491,2020-Q1
Kerala,2020,1,Others,68417,44149097.18179157,2020-Q1
Kerala,2020,2,Recharge & bill payments,7709714,2452435028.924937,2020-Q2
Kerala,2020,2,Peer-to-peer payments,5603046,21309983654.739,2020-Q2
Kerala,2020,2,Merchant payments,2888260,2075701451.362759,2020-Q2
Kerala,2020,2,Financial Services,40501,32921115.845954426,2020-Q2
Kerala,2020,2,Others,46446,23037227.727544237,2020-Q2
Kerala,2020,3,Peer-to-peer payments,8590587,33346812213.79867,2020-Q3
Kerala,2020,3,Recharge & bill payments,7932950,2688361345.2045465,2020-Q3
Kerala,2020,3,Merchant payments,5065205,4016995193.6035366,2020-Q3
Kerala,2020,3,Financial Services,94130,76828720.82445313,2020-Q3
Kerala,2020,3,Others,75808,35153178.522981875,2020-Q3
Kerala,2020,4,Peer-to-peer payments,12941135,45686395927.74489,2020-Q4
Kerala,2020,4,Merchant payments,10990709,7695667406.723909,2020-Q4
Kerala,2020,4,Recharge & bill payments,9167428,3238199947.525463,2020-Q4
Kerala,2020,4,Financial Services,73833,69202344.44095233,2020-Q4
Kerala,2020,4,Others,115082,65791020.57617174,2020-Q4
Kerala,2021,1,Peer-to-peer payments,16209203,55336812492.746414,2021-Q1
Kerala,2021,1,Merchant payments,16105923,10058436408.18426,2021-Q1
Kerala,2021,1,Recharge & bill payments,9837385,3732534739.043629,2021-Q1
Kerala,2021,1,Financial Services,68012,69655547.76092248,2021-Q1
Kerala,2021,1,Others,95819,63530974.15939384,2021-Q1
Kerala,2021,2,Peer-to-peer payments,17026648,58152644526.04467,2021-Q2
Kerala,2021,2,Merchant payments,16135060,11263178335.98088,2021-Q2
Kerala,2021,2,Recharge & bill payments,13809151,4645548909.798976,2021-Q2
Kerala,2021,2,Financial Services,88830,88370679.95309764,2021-Q2
Kerala,2021,2,Others,131344,77063984.37888283,2021-Q2
Kerala,2021,3,Merchant payments,25402350,17877677018.107372,2021-Q3
Kerala,2021,3,Peer-to-peer payments,23378091,78598482305.73877,2021-Q3
Kerala,2021,3,Recharge & bill payments,13979407,5008396079.412957,2021-Q3
Kerala,2021,3,Financial Services,85730,101460242.2623948,2021-Q3
Kerala,2021,3,Others,182688,100146127.6081296,2021-Q3
Kerala,2021,4,Merchant payments,38574904,24589454633.018272,2021-Q4
Kerala,2021,4,Peer-to-peer payments,29075528,92774490034.55844,2021-Q4
Kerala,2021,4,Recharge & bill payments,13781815,5689390023.204553,2021-Q4
Kerala,2021,4,Financial Services,108232,128238698.7405598,2021-Q4
Kerala,2021,4,Others,283262,160563553.84187672,2021-Q4
Kerala,2022,1,Merchant payments,47778743,28685388646.415363,2022-Q1
Kerala,2022,1,Peer-to-peer payments,33089518,104623270223.3171,2022-Q1
Kerala,2022,1,Recharge & bill payments,14042317,6373570715.96907,2022-Q1
Kerala,2022,1,Financial Services,134370,158926455.91425732,2022-Q1
Kerala,2022,1,Others,236017,147786423.0782508,2022-Q1
Kerala,2022,2,Merchant payments,55730158,34395023155.77253,2022-Q2
Kerala,2022,2,Peer-to-peer payments,35630060,112813716119.4625,2022-Q2
Kerala,2022,2,Recharge & bill payments,14701207,7230489227.091859,2022-Q2
Kerala,2022,2,Financial Services,110336,133436809.91322713,2022-Q2
Kerala,2022,2,Others,193561,123664236.8843522,2022-Q2
Kerala,2022,3,Merchant payments,64984061,37852759989.759125,2022-Q3
Kerala,2022,3,Peer-to-peer payments,38774832,116414003145.116,2022-Q3
Kerala,2022,3,Recharge & bill payments,15289755,7709237374.351864,2022-Q3
Kerala,2022,3,Financial Services,146673,162861560.0739113,2022-Q3
Kerala,2022,3,Others,167583,121557246.12854593,2022-Q3
Kerala,2022,4,Merchant payments,74647115,40607857085.64609,2022-Q4
Kerala,2022,4,Peer-to-peer payments,42471676,124564727703.6055,2022-Q4
Kerala,2022,4,Recharge & bill payments,15520670,8075692517.275557,2022-Q4
Kerala,2022,4,Financial Services,164334,191307058.1462068,2022-Q4
Kerala,2022,4,Others,156673,120224235.03622033,2022-Q4
Ladakh,2018,1,Recharge & bill payments,3550,927250.7143707818,2018-Q1
Ladakh,2018,1,Peer-to-peer payments,1752,10767803.99961036,2018-Q1
Ladakh,2018,1,Merchant payments,320,369327.6255524192,2018-Q1
Ladakh,2018,1,Financial Services,132,274283.17576680594,2018-Q1
Ladakh,2018,1,Others,335,194192.25581440225,2018-Q1
Ladakh,2018,2,Recharge & bill payments,8075,2417434.2729015187,2018-Q2
Ladakh,2018,2,Peer-to-peer payments,5667,42638443.11997231,2018-Q2
Ladakh,2018,2,Merchant payments,724,1761366.2964342083,2018-Q2
Ladakh,2018,2,Financial Services,151,127324.6279709443,2018-Q2
Ladakh,2018,2,Others,393,390334.220462498,2018-Q2
Ladakh,2018,3,Recharge & bill payments,13136,4676712.344045115,2018-Q3
Ladakh,2018,3,Peer-to-peer payments,10133,77085890.57395567,2018-Q3
Ladakh,2018,3,Merchant payments,1168,2016579.2506718007,2018-Q3
Ladakh,2018,3,Financial Services,84,69317.12287872119,2018-Q3
Ladakh,2018,3,Others,343,242477.8532947429,2018-Q3
Ladakh,2018,4,Recharge & bill payments,16650,5701932.895454288,2018-Q4
Ladakh,2018,4,Peer-to-peer payments,15939,123611779.5893042,2018-Q4
Ladakh,2018,4,Merchant payments,1881,5082666.820758243,2018-Q4
Ladakh,2018,4,Financial Services,142,94604.73391846984,2018-Q4
Ladakh,2018,4,Others,599,1031858.4532022324,2018-Q4
Ladakh,2019,1,Peer-to-peer payments,22076,139715922.1887053,2019-Q1
Ladakh,2019,1,Recharge & bill payments,20014,7186109.182288248,2019-Q1
Ladakh,2019,1,Merchant payments,3238,4967122.499940028,2019-Q1
Ladakh,2019,1,Financial Services,114,111851.02856430916,2019-Q1
Ladakh,2019,1,Others,703,878916.0496292994,2019-Q1
Ladakh,2019,2,Peer-to-peer payments,34202,240305709.9282429,2019-Q2
Ladakh,2019,2,Recharge & bill payments,25357,10116773.36613449,2019-Q2
Ladakh,2019,2,Merchant payments,8220,7726519.367758205,2019-Q2
Ladakh,2019,2,Financial Services,86,113767.09768193656,2019-Q2
Ladakh,2019,2,Others,907,992737.2376073576,2019-Q2
Ladakh,2019,3,Peer-to-peer payments,43198,303596367.6795853,2019-Q3
Ladakh,2019,3,Recharge & bill payments,41491,18054746.12144833,2019-Q3
Ladakh,2019,3,Merchant payments,6963,8096082.971229901,2019-Q3
Ladakh,2019,3,Financial Services,48,148633.29469977494,2019-Q3
Ladakh,2019,3,Others,696,1233697.1268589406,2019-Q3
Ladakh,2019,4,Peer-to-peer payments,42095,298044908.5075786,2019-Q4
Ladakh,2019,4,Recharge & bill payments,35467,16510212.10075311,2019-Q4
Ladakh,2019,4,Merchant payments,6522,8717893.899929387,2019-Q4
Ladakh,2019,4,Financial Services,46,162760.63254625077,2019-Q4
Ladakh,2019,4,Others,576,1253584.887304229,2019-Q4
Ladakh,2020,1,Peer-to-peer payments,51560,339551900.3873952,2020-Q1
Ladakh,2020,1,Recharge & bill payments,49801,23010664.72023286,2020-Q1
Ladakh,2020,1,Merchant payments,14264,13338124.27189282,2020-Q1
Ladakh,2020,1,Financial Services,204,583108.9455483773,2020-Q1
Ladakh,2020,1,Others,590,1155879.120674257,2020-Q1
Ladakh,2020,2,Recharge & bill payments,70601,32087339.266190987,2020-Q2
Ladakh,2020,2,Peer-to-peer payments,68450,470749365.0981604,2020-Q2
Ladakh,2020,2,Merchant payments,15132,19679330.18641492,2020-Q2
Ladakh,2020,2,Financial Services,337,786069.1630768818,2020-Q2
Ladakh,2020,2,Others,490,490894.93818109273,2020-Q2
Ladakh,2020,3,Peer-to-peer payments,108345,751333715.2896031,2020-Q3
Ladakh,2020,3,Recharge & bill payments,81623,40380074.55014179,2020-Q3
Ladakh,2020,3,Merchant payments,36861,40538778.75651745,2020-Q3
Ladakh,2020,3,Financial Services,621,2334917.7832646337,2020-Q3
Ladakh,2020,3,Others,772,900013.678666259,2020-Q3
Ladakh,2020,4,Peer-to-peer payments,151582,985814864.3429124,2020-Q4
Ladakh,2020,4,Recharge & bill payments,94133,44185250.8636451,2020-Q4
Ladakh,2020,4,Merchant payments,83868,77511378.30739444,2020-Q4
Ladakh,2020,4,Financial Services,729,1965054.5898611392,2020-Q4
Ladakh,2020,4,Others,1822,2486922.4041473325,2020-Q4
Ladakh,2021,1,Peer-to-peer payments,141894,869999786.1513934,2021-Q1
Ladakh,2021,1,Recharge & bill payments,72719,35459532.4121063,2021-Q1
Ladakh,2021,1,Merchant payments,58875,74977913.47237433,2021-Q1
Ladakh,2021,1,Financial Services,629,1455016.148284281,2021-Q1
Ladakh,2021,1,Others,1298,1527565.0627209258,2021-Q1
Ladakh,2021,2,Peer-to-peer payments,209818,1259044412.435873,2021-Q2
Ladakh,2021,2,Recharge & bill payments,95458,44754721.82815342,2021-Q2
Ladakh,2021,2,Merchant payments,92078,119608470.04115532,2021-Q2
Ladakh,2021,2,Financial Services,755,1756762.1471181023,2021-Q2
Ladakh,2021,2,Others,1607,2094729.0180191216,2021-Q2
Ladakh,2021,3,Peer-to-peer payments,330919,1917311078.128726,2021-Q3
Ladakh,2021,3,Merchant payments,135108,233260756.50887147,2021-Q3
Ladakh,2021,3,Recharge & bill payments,121856,58750081.8151172,2021-Q3
Ladakh,2021,3,Financial Services,900,1911625.5446910744,2021-Q3
Ladakh,2021,3,Others,2204,2751201.9371823343,2021-Q3
Ladakh,2021,4,Peer-to-peer payments,337120,1804428550.1884868,2021-Q4
Ladakh,2021,4,Merchant payments,169110,284786365.9296017,2021-Q4
Ladakh,2021,4,Recharge & bill payments,120607,58403893.47253243,2021-Q4
Ladakh,2021,4,Financial Services,912,3068708.947120995,2021-Q4
Ladakh,2021,4,Others,2438,2847620.2425241945,2021-Q4
Ladakh,2022,1,Peer-to-peer payments,343041,1685241980.6641831,2022-Q1
Ladakh,2022,1,Merchant payments,167100,279354508.988595,2022-Q1
Ladakh,2022,1,Recharge & bill payments,116486,56203999.28920926,2022-Q1
Ladakh,2022,1,Financial Services,1247,2023327.6779848372,2022-Q1
Ladakh,2022,1,Others,2141,2217102.222236882,2022-Q1
Ladakh,2022,2,Peer-to-peer payments,608870,2941624382.277109,2022-Q2
Ladakh,2022,2,Merchant payments,346146,508439376.6809197,2022-Q2
Ladakh,2022,2,Recharge & bill payments,158996,88531677.99442025,2022-Q2
Ladakh,2022,2,Financial Services,1585,2487560.1853386,2022-Q2
Ladakh,2022,2,Others,2476,2235180.858482568,2022-Q2
Ladakh,2022,3,Peer-to-peer payments,659896,2955729492.498551,2022-Q3
Ladakh,2022,3,Merchant payments,367022,551472983.879604,2022-Q3
Ladakh,2022,3,Recharge & bill payments,160269,94288872.34747364,2022-Q3
Ladakh,2022,3,Financial Services,1555,1815866.8961950848,2022-Q3
Ladakh,2022,3,Others,2116,1892134.752080473,2022-Q3
Ladakh,2022,4,Peer-to-peer payments,559259,2350047971.603546,2022-Q4
Ladakh,2022,4,Merchant payments,382456,462189599.2843026,2022-Q4
Ladakh,2022,4,Recharge & bill payments,138793,79767790.98577228,2022-Q4
Ladakh,2022,4,Financial Services,1248,1198715.2123450316,2022-Q4
Ladakh,2022,4,Others,1616,1273495.592982805,2022-Q4
Lakshadweep,2018,1,Peer-to-peer payments,423,1860278.2784597145,2018-Q1
Lakshadweep,2018,1,Recharge & bill payments,342,61432.04938505074,2018-Q1
Lakshadweep,2018,1,Merchant payments,5,590.7505138175776,2018-Q1
Lakshadweep,2018,1,Others,8,6310.102519157715,2018-Q1
Lakshadweep,2018,2,Peer-to-peer payments,1315,5757123.079919379,2018-Q2
Lakshadweep,2018,2,Recharge & bill payments,750,353202.7988510042,2018-Q2
Lakshadweep,2018,2,Merchant payments,42,64568.47789279556,2018-Q2
Lakshadweep,2018,2,Financial Services,6,9134.413223158994,2018-Q2
Lakshadweep,2018,2,Others,19,3780.7695141997474,2018-Q2
Lakshadweep,2018,3,Peer-to-peer payments,841,3926048.74488305,2018-Q3
Lakshadweep,2018,3,Recharge & bill payments,760,300978.32420203416,2018-Q3
Lakshadweep,2018,3,Merchant payments,87,94046.43333034206,2018-Q3
Lakshadweep,2018,3,Others,15,17958.809570422687,2018-Q3
Lakshadweep,2018,4,Recharge & bill payments,792,351201.0879000404,2018-Q4
Lakshadweep,2018,4,Peer-to-peer payments,689,3841230.430870924,2018-Q4
Lakshadweep,2018,4,Merchant payments,144,262079.85573632165,2018-Q4
Lakshadweep,2018,4,Financial Services,6,389.8932323919954,2018-Q4
Lakshadweep,2018,4,Others,11,8312.430483153179,2018-Q4
Lakshadweep,2019,1,Peer-to-peer payments,1183,8221402.368536929,2019-Q1
Lakshadweep,2019,1,Recharge & bill payments,1173,353870.52398354514,2019-Q1
Lakshadweep,2019,1,Merchant payments,113,183062.1455975621,2019-Q1
Lakshadweep,2019,1,Others,12,27795.441220958,2019-Q1
Lakshadweep,2019,2,Recharge & bill payments,1448,436735.1684614296,2019-Q2
Lakshadweep,2019,2,Peer-to-peer payments,1318,8602732.117788196,2019-Q2
Lakshadweep,2019,2,Merchant payments,137,190716.5411561734,2019-Q2
Lakshadweep,2019,2,Others,23,12340.30958308919,2019-Q2
Lakshadweep,2019,3,Recharge & bill payments,1528,503049.2411913635,2019-Q3
Lakshadweep,2019,3,Peer-to-peer payments,1455,8923273.862948446,2019-Q3
Lakshadweep,2019,3,Merchant payments,111,215159.68119447332,2019-Q3
Lakshadweep,2019,3,Others,10,10278.678434187355,2019-Q3
Lakshadweep,2019,4,Recharge & bill payments,1801,618155.9004644766,2019-Q4
Lakshadweep,2019,4,Peer-to-peer payments,1753,10383413.24667049,2019-Q4
Lakshadweep,2019,4,Merchant payments,188,211413.62244321496,2019-Q4
Lakshadweep,2019,4,Financial Services,2,34.39721181625656,2019-Q4
Lakshadweep,2019,4,Others,21,56896.23813384895,2019-Q4
Lakshadweep,2020,1,Recharge & bill payments,2684,789255.2646123999,2020-Q1
Lakshadweep,2020,1,Peer-to-peer payments,2068,12463327.26183683,2020-Q1
Lakshadweep,2020,1,Merchant payments,387,216594.03077193064,2020-Q1
Lakshadweep,2020,1,Others,12,33192.017283045374,2020-Q1
Lakshadweep,2020,2,Recharge & bill payments,4497,1061694.138574572,2020-Q2
Lakshadweep,2020,2,Peer-to-peer payments,2176,14718605.188911092,2020-Q2
Lakshadweep,2020,2,Merchant payments,472,971609.4583537824,2020-Q2
Lakshadweep,2020,2,Financial Services,60,158593.59701229632,2020-Q2
Lakshadweep,2020,2,Others,15,32419.70309265505,2020-Q2
Lakshadweep,2020,3,Recharge & bill payments,4696,1186947.553816269,2020-Q3
Lakshadweep,2020,3,Peer-to-peer payments,2946,19189391.61874283,2020-Q3
Lakshadweep,2020,3,Merchant payments,903,842981.169451366,2020-Q3
Lakshadweep,2020,3,Financial Services,27,45457.50970027798,2020-Q3
Lakshadweep,2020,3,Others,17,42055.45694608544,2020-Q3
Lakshadweep,2020,4,Recharge & bill payments,5187,1499298.1127799237,2020-Q4
Lakshadweep,2020,4,Peer-to-peer payments,4741,27284123.245665,2020-Q4
Lakshadweep,2020,4,Merchant payments,1668,1227101.6378793938,2020-Q4
Lakshadweep,2020,4,Financial Services,22,13968.7539965527,2020-Q4
Lakshadweep,2020,4,Others,32,86826.16675951776,2020-Q4
Lakshadweep,2021,1,Peer-to-peer payments,3942,24823715.01742214,2021-Q1
Lakshadweep,2021,1,Recharge & bill payments,3541,1070209.4218526704,2021-Q1
Lakshadweep,2021,1,Merchant payments,1537,1040213.7953898906,2021-Q1
Lakshadweep,2021,1,Financial Services,19,15929.095105497145,2021-Q1
Lakshadweep,2021,1,Others,46,92715.5843109472,2021-Q1
Lakshadweep,2021,2,Recharge & bill payments,5499,1745295.828077295,2021-Q2
Lakshadweep,2021,2,Peer-to-peer payments,4069,23996417.49366483,2021-Q2
Lakshadweep,2021,2,Merchant payments,1743,1525331.91465294,2021-Q2
Lakshadweep,2021,2,Financial Services,29,15052.01849600818,2021-Q2
Lakshadweep,2021,2,Others,44,101366.40306045808,2021-Q2
Lakshadweep,2021,3,Peer-to-peer payments,5687,34142107.52016985,2021-Q3
Lakshadweep,2021,3,Recharge & bill payments,5153,1700287.4734963956,2021-Q3
Lakshadweep,2021,3,Merchant payments,2450,2750367.063028222,2021-Q3
Lakshadweep,2021,3,Financial Services,48,137227.35390598277,2021-Q3
Lakshadweep,2021,3,Others,32,73174.28816768769,2021-Q3
Lakshadweep,2021,4,Peer-to-peer payments,7154,44696668.86120766,2021-Q4
Lakshadweep,2021,4,Recharge & bill payments,5355,2093901.291802684,2021-Q4
Lakshadweep,2021,4,Merchant payments,2872,4071239.087436496,2021-Q4
Lakshadweep,2021,4,Financial Services,27,19994.54194636028,2021-Q4
Lakshadweep,2021,4,Others,62,116381.74598782149,2021-Q4
Lakshadweep,2022,1,Peer-to-peer payments,7913,48590864.56835763,2022-Q1
Lakshadweep,2022,1,Recharge & bill payments,5334,2322580.1695599537,2022-Q1
Lakshadweep,2022,1,Merchant payments,3048,3838358.358629393,2022-Q1
Lakshadweep,2022,1,Financial Services,39,38274.22628876488,2022-Q1
Lakshadweep,2022,1,Others,63,149355.3310943247,2022-Q1
Lakshadweep,2022,2,Peer-to-peer payments,8491,48451728.04746901,2022-Q2
Lakshadweep,2022,2,Recharge & bill payments,5366,2386144.714677198,2022-Q2
Lakshadweep,2022,2,Merchant payments,3602,4895657.060086848,2022-Q2
Lakshadweep,2022,2,Financial Services,59,87127.8249489804,2022-Q2
Lakshadweep,2022,2,Others,51,108944.34272364664,2022-Q2
Lakshadweep,2022,3,Peer-to-peer payments,7533,40029003.82575238,2022-Q3
Lakshadweep,2022,3,Recharge & bill payments,4441,1936538.3067545425,2022-Q3
Lakshadweep,2022,3,Merchant payments,3142,5469200.646094429,2022-Q3
Lakshadweep,2022,3,Financial Services,64,63629.88416689246,2022-Q3
Lakshadweep,2022,3,Others,61,81636.9547320153,2022-Q3
Lakshadweep,2022,4,Peer-to-peer payments,8686,47450386.0033243,2022-Q4
Lakshadweep,2022,4,Recharge & bill payments,4557,2024739.154202395,2022-Q4
Lakshadweep,2022,4,Merchant payments,3819,5250991.002376802,2022-Q4
Lakshadweep,2022,4,Financial Services,35,26453.0247779254,2022-Q4
Lakshadweep,2022,4,Others,50,61304.43025482374,2022-Q4
Madhya Pradesh,2018,1,Recharge & bill payments,4404190,667057311.4560372,2018-Q1
Madhya Pradesh,2018,1,Peer-to-peer payments,2848290,7590790588.551904,2018-Q1
Madhya Pradesh,2018,1,Financial Services,230519,43374288.98373024,2018-Q1
Madhya Pradesh,2018,1,Merchant payments,196394,170119673.712754,2018-Q1
Madhya Pradesh,2018,1,Others,346002,210261540.7414958,2018-Q1
Madhya Pradesh,2018,2,Recharge & bill payments,5324535,1132090445.890336,2018-Q2
Madhya Pradesh,2018,2,Peer-to-peer payments,4269392,14155603482.49263,2018-Q2
Madhya Pradesh,2018,2,Merchant payments,397135,339308203.1707404,2018-Q2
Madhya Pradesh,2018,2,Financial Services,305553,53860331.80574275,2018-Q2
Madhya Pradesh,2018,2,Others,264797,243218603.3198562,2018-Q2
Madhya Pradesh,2018,3,Peer-to-peer payments,9988509,22057686208.544346,2018-Q3
Madhya Pradesh,2018,3,Recharge & bill payments,5733261,1367773856.675655,2018-Q3
Madhya Pradesh,2018,3,Merchant payments,784995,465390819.5901336,2018-Q3
Madhya Pradesh,2018,3,Financial Services,359440,46120458.63885435,2018-Q3
Madhya Pradesh,2018,3,Others,260780,212770861.2234169,2018-Q3
Madhya Pradesh,2018,4,Peer-to-peer payments,11456555,30897348664.90544,2018-Q4
Madhya Pradesh,2018,4,Recharge & bill payments,7273502,1669345516.941368,2018-Q4
Madhya Pradesh,2018,4,Merchant payments,2056426,1036249753.927803,2018-Q4
Madhya Pradesh,2018,4,Financial Services,313540,43367243.154430926,2018-Q4
Madhya Pradesh,2018,4,Others,297532,259296894.0382775,2018-Q4
Madhya Pradesh,2019,1,Peer-to-peer payments,23708825,44114206183.09186,2019-Q1
Madhya Pradesh,2019,1,Recharge & bill payments,9966905,2423593841.716142,2019-Q1
Madhya Pradesh,2019,1,Merchant payments,3018928,1263699222.350108,2019-Q1
Madhya Pradesh,2019,1,Financial Services,290838,28901169.29249904,2019-Q1
Madhya Pradesh,2019,1,Others,315553,239879105.5972368,2019-Q1
Madhya Pradesh,2019,2,Peer-to-peer payments,20868744,61758841793.87666,2019-Q2
Madhya Pradesh,2019,2,Recharge & bill payments,12044969,3571897178.303101,2019-Q2
Madhya Pradesh,2019,2,Merchant payments,7331352,2671155681.449155,2019-Q2
Madhya Pradesh,2019,2,Financial Services,149197,18869661.51348576,2019-Q2
Madhya Pradesh,2019,2,Others,451751,313802065.4154737,2019-Q2
Madhya Pradesh,2019,3,Peer-to-peer payments,22631038,67648107703.0357,2019-Q3
Madhya Pradesh,2019,3,Merchant payments,17163551,5147459307.101742,2019-Q3
Madhya Pradesh,2019,3,Recharge & bill payments,13156616,4576521609.4608345,2019-Q3
Madhya Pradesh,2019,3,Financial Services,192821,25654168.60092132,2019-Q3
Madhya Pradesh,2019,3,Others,466385,278578703.0441117,2019-Q3
Madhya Pradesh,2019,4,Peer-to-peer payments,32083162,92064471161.9892,2019-Q4
Madhya Pradesh,2019,4,Merchant payments,19447707,7304157801.612935,2019-Q4
Madhya Pradesh,2019,4,Recharge & bill payments,16081734,5104821720.999017,2019-Q4
Madhya Pradesh,2019,4,Financial Services,127116,24020060.93213319,2019-Q4
Madhya Pradesh,2019,4,Others,392270,190456045.32494444,2019-Q4
Madhya Pradesh,2020,1,Peer-to-peer payments,34540722,110325991607.3847,2020-Q1
Madhya Pradesh,2020,1,Merchant payments,24618074,9898242848.257929,2020-Q1
Madhya Pradesh,2020,1,Recharge & bill payments,19788516,6311610609.846225,2020-Q1
Madhya Pradesh,2020,1,Financial Services,68055,30645714.401902907,2020-Q1
Madhya Pradesh,2020,1,Others,351379,170790656.3033978,2020-Q1
Madhya Pradesh,2020,2,Peer-to-peer payments,34860958,128184693854.7977,2020-Q2
Madhya Pradesh,2020,2,Recharge & bill payments,27497528,8904067957.012121,2020-Q2
Madhya Pradesh,2020,2,Merchant payments,13685723,10666223053.63472,2020-Q2
Madhya Pradesh,2020,2,Financial Services,80988,62073621.44351514,2020-Q2
Madhya Pradesh,2020,2,Others,215376,104956802.1743797,2020-Q2
Madhya Pradesh,2020,3,Peer-to-peer payments,50871564,174978985034.2865,2020-Q3
Madhya Pradesh,2020,3,Merchant payments,31879804,20621273981.659657,2020-Q3
Madhya Pradesh,2020,3,Recharge & bill payments,25380467,9834190567.205517,2020-Q3
Madhya Pradesh,2020,3,Financial Services,131725,122971108.0706019,2020-Q3
Madhya Pradesh,2020,3,Others,316321,144259293.3158339,2020-Q3
Madhya Pradesh,2020,4,Peer-to-peer payments,67972167,235584201864.2234,2020-Q4
Madhya Pradesh,2020,4,Merchant payments,57707471,37315576877.14569,2020-Q4
Madhya Pradesh,2020,4,Recharge & bill payments,27335834,10977774483.32556,2020-Q4
Madhya Pradesh,2020,4,Financial Services,149532,132590450.0707424,2020-Q4
Madhya Pradesh,2020,4,Others,487537,264996097.6059612,2020-Q4
Madhya Pradesh,2021,1,Merchant payments,84812245,50098244499.506615,2021-Q1
Madhya Pradesh,2021,1,Peer-to-peer payments,84070625,279938170703.8171,2021-Q1
Madhya Pradesh,2021,1,Recharge & bill payments,32500681,13060914041.0394,2021-Q1
Madhya Pradesh,2021,1,Financial Services,169378,161838389.7954778,2021-Q1
Madhya Pradesh,2021,1,Others,445569,274786748.1299523,2021-Q1
Madhya Pradesh,2021,2,Peer-to-peer payments,99367521,348935762191.1048,2021-Q2
Madhya Pradesh,2021,2,Merchant payments,77113464,58839392449.9937,2021-Q2
Madhya Pradesh,2021,2,Recharge & bill payments,46118636,17230546398.84866,2021-Q2
Madhya Pradesh,2021,2,Financial Services,188726,177313389.66602692,2021-Q2
Madhya Pradesh,2021,2,Others,526333,317753606.0115695,2021-Q2
Madhya Pradesh,2021,3,Merchant payments,138433772,85885669792.43228,2021-Q3
